Programa;Área;Linha de Pesquisa;Usuário;Segmento;Domínio;Subdomínio;Classificação;Score;Status;Tipo Classificação;Feedback;Data de Processamento
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Compatibilidade eletromagnética;Tamiris Grossl Bade;Propulsion Systems;2.Electric Space Propulsion;2.3;NASA 1: Electromagnetic;0.35;Aprovado;Original;;14/07/2025, 11:57:50
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Compatibilidade eletromagnética;Tamiris Grossl Bade;Flight Computing & Avionics;7.Avionics Tools, Models, and Analysis;7.4;NASA 2: Electromagnetic Environment Effects;0.306;Aprovado;Original;;14/07/2025, 11:57:50
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Compatibilidade eletromagnética;Tamiris Grossl Bade;Sensors & Instruments;34.Observatories;34.2;NASA 3: Structures and Antennas;0.27;Aprovado;Original;;14/07/2025, 11:57:50
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Biocerâmicas;;Aerostructures (AST);11.Metallic Materials & basic processes;11.9;ACARE 1: Microscopical analyses;0.278;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Biocerâmicas;;Propulsion (PRO);27.Air-breathing propulsion;27.9;ACARE 2: Ingestion;0.231;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Biocerâmicas;;Aerostructures (AST);13.Composite Materials & basic processes;13.1;"ACARE 3: CMC: matrices (carbide and nitride of silicon, glass-ceramics, carbon); fibres (silicon carbide, carbon, oxide) and fillers (silicon carbide).";0.192;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Biocerâmicas;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 1: Food Production, Processing and Preservation;0.275;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Biocerâmicas;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.1;NASA 2: Medical Diagnosis and Prognosis;0.215;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Biocerâmicas;;;27.Environmental Monitoring, Safety and Emergency Response;27.1;NASA 3: Sensors: Air, Water, Microbial, and Acoustic;0.176;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Avançada;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.4;ACARE 1: Glass and glass-ceramics;0.433;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Avançada;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.2;ACARE 2: Organometallic precursors of ceramics (alkoxides and organosilicon polymers);0.358;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Avançada;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.6;ACARE 3: Cordierite;0.319;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Avançada;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 1: Food Production, Processing and Preservation;0.255;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Avançada;;Materials, Structures, Mechanical Systems & Manufacturing;50.Materials;50.7;NASA 2: Special Materials;0.237;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Avançada;;Materials, Structures, Mechanical Systems & Manufacturing;54.Structural Dynamics;54.2;NASA 3: Vibroacoustics;0.22;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmicas celulares;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.4;ACARE 1: Glass and glass-ceramics;0.43;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmicas celulares;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.2;ACARE 2: Organometallic precursors of ceramics (alkoxides and organosilicon polymers);0.4;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmicas celulares;;Aerostructures (AST);13.Composite Materials & basic processes;13.1;"ACARE 3: CMC: matrices (carbide and nitride of silicon, glass-ceramics, carbon); fibres (silicon carbide, carbon, oxide) and fillers (silicon carbide).";0.389;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmicas celulares;;Materials, Structures, Mechanical Systems & Manufacturing;50.Materials;50.7;NASA 1: Special Materials;0.312;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmicas celulares;;Propulsion Systems;1.Chemical Propulsion;1.6;NASA 2: Gels;0.288;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmicas celulares;;Propulsion Systems;1.Chemical Propulsion;1.4;NASA 3: Solids;0.283;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Tradicional;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.4;ACARE 1: Glass and glass-ceramics;0.508;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Tradicional;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.2;ACARE 2: Organometallic precursors of ceramics (alkoxides and organosilicon polymers);0.41;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Tradicional;;Aerostructures (AST);21.Noise Reduction;21.2;ACARE 3: Techniques in relation with actuators and sensors such as piezoelectric or piezoceramic materials, electrostrictive ceramics... and their mechanical modellisation.;0.382;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Tradicional;;Materials, Structures, Mechanical Systems & Manufacturing;50.Materials;50.7;NASA 1: Special Materials;0.293;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Tradicional;;Propulsion Systems;1.Chemical Propulsion;1.4;NASA 2: Solids;0.275;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Cerâmica Tradicional;;;61.Thermal Protection Components and Systems;61.1;NASA 3: Thermal Protection Materials;0.26;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Vitrocerâmicos;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.2;ACARE 1: Organometallic precursors of ceramics (alkoxides and organosilicon polymers);0.237;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Vitrocerâmicos;;Aerostructures (AST);11.Metallic Materials & basic processes;11.9;ACARE 2: Microscopical analyses;0.236;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Vitrocerâmicos;;Aerostructures (AST);19.Internal Noise prediction;19.4;ACARE 3: Experimental Identification.;0.229;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Vitrocerâmicos;;Materials, Structures, Mechanical Systems & Manufacturing;54.Structural Dynamics;54.2;NASA 1: Vibroacoustics;0.229;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Vitrocerâmicos;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 2: Food Production, Processing and Preservation;0.189;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Cerâmicas;Vitrocerâmicos;;Human Health, Life Support & Habitation;28.Radiation;28.2;NASA 3: Radiation Mitigation and Biological Countermeasures;0.166;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Materiais Magnéticos;;;17.Buckling, Vibrations and Acoustics;17.12;ACARE 1: Experimental Identification;0.288;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Materiais Magnéticos;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.5;ACARE 2: Silica;0.286;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Materiais Magnéticos;;Aerostructures (AST);18.Smart Materials and Structures;18.1;ACARE 3: Constitutive laws (metallic and composite materials);0.278;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Materiais Magnéticos;;Materials, Structures, Mechanical Systems & Manufacturing;50.Materials;50.8;NASA 1: Smart Materials;0.327;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Materiais Magnéticos;;Propulsion Systems;2.Electric Space Propulsion;2.3;NASA 2: Electromagnetic;0.319;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Materiais Magnéticos;;;8.Power Generation and Energy Conversion;8.5;NASA 3: Electrical Machines;0.286;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia do Pó e Materiais Sinterizados;;Aerostructures (AST);18.Smart Materials and Structures;18.1;ACARE 1: Constitutive laws (metallic and composite materials);0.395;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia do Pó e Materiais Sinterizados;;Aerostructures (AST);14.Advanced Manufacturing Processes & Technologies;14.6;ACARE 2: High speed machining: metal parts;0.374;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia do Pó e Materiais Sinterizados;;Aerostructures (AST);19.Internal Noise prediction;19.1;ACARE 3: Material properties: Homogeneous material, heterogeneous structure, Composite material, viscoelastic media, multilayer, etc., Acoustic material, porous material, Material optimisation.;0.37;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia do Pó e Materiais Sinterizados;;;;104.1;"NASA 1: Sustainable Industrialization; Sustainability of Materials";0.361;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia do Pó e Materiais Sinterizados;;Exploration Destination Systems;30.In-Situ Resource Utilization;30.4;NASA 2: Resource Processing for Production of Manufacturing, Construction, and Energy Storage Feedstock Materials;0.347;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia do Pó e Materiais Sinterizados;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 3: Food Production, Processing and Preservation;0.312;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia Física e Mecânica;;Aerostructures (AST);18.Smart Materials and Structures;18.1;ACARE 1: Constitutive laws (metallic and composite materials);0.274;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia Física e Mecânica;;Aerostructures (AST);13.Composite Materials & basic processes;13.3;"ACARE 2: MMC: matrices (conventional titanium alloys, titanium aluminides, nickel-based superalloys, aluminium and magnesium alloys); fibres (silicon carbide, alumina, carbon) and particles (carbides).";0.263;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia Física e Mecânica;;Aerostructures (AST);14.Advanced Manufacturing Processes & Technologies;14.6;ACARE 3: High speed machining: metal parts;0.259;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia Física e Mecânica;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 1: Food Production, Processing and Preservation;0.239;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia Física e Mecânica;;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.1;NASA 2: Manufacturing Processes;0.198;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Metalurgia Física e Mecânica;;Materials, Structures, Mechanical Systems & Manufacturing;50.Materials;50.7;NASA 3: Special Materials;0.174;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Microelectrônica;;;50.Optics - Optronics - Lasers - Image processing and data fusion;50.7;ACARE 1: Nano technologies;0.467;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Microelectrônica;;Innovative Concepts & Scenarios (ICS);117.Breakthrough technologies;117.8;ACARE 2: Nanotechnology;0.4;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Microelectrônica;;Aerostructures (AST);13.Composite Materials & basic processes;13.1;"ACARE 3: CMC: matrices (carbide and nitride of silicon, glass-ceramics, carbon); fibres (silicon carbide, carbon, oxide) and fillers (silicon carbide).";0.393;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Microelectrônica;;Materials, Structures, Mechanical Systems & Manufacturing;50.Materials;50.8;NASA 1: Smart Materials;0.415;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Microelectrônica;;;33.Remote Sensing Instruments and Sensors;33.3;NASA 2: Optical Components;0.413;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Microelectrônica;;;33.Remote Sensing Instruments and Sensors;33.2;NASA 3: Electronics;0.412;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tecnologia de Plasma Aplicado e Plasma a Materiais Sinterizados;;;35.Experimental Facilities and Measurement Techniques;35.1;ACARE 1: Measurements of temperatures and concentrations;0.278;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tecnologia de Plasma Aplicado e Plasma a Materiais Sinterizados;;Flight Physics (FLP);8.Wind Tunnel Measuring Techniques;8.2;ACARE 2: Temperature and heat flux: Infrared Thermography, thermocouples, hot wire, hot film.;0.256;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tecnologia de Plasma Aplicado e Plasma a Materiais Sinterizados;;Propulsion (PRO);37.Emissions pollution;37.3;ACARE 3: atmosphere physico-chemistry;0.251;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tecnologia de Plasma Aplicado e Plasma a Materiais Sinterizados;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 1: Food Production, Processing and Preservation;0.192;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tecnologia de Plasma Aplicado e Plasma a Materiais Sinterizados;;Materials, Structures, Mechanical Systems & Manufacturing;54.Structural Dynamics;54.2;NASA 2: Vibroacoustics;0.172;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tecnologia de Plasma Aplicado e Plasma a Materiais Sinterizados;;;33.Remote Sensing Instruments and Sensors;33.6;NASA 3: Cryogenic/Thermal;0.169;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tribologia;;Human Factors (HFA);109.Human Factors Integration, Man-machine Interface;109.2;ACARE 1: Displays - Colour, 3D display, Virtual reality, Information presentation;0.225;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tribologia;;Flight Physics (FLP);3.Airflow control;3.11;ACARE 2: Bump riblet;0.202;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tribologia;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.6;ACARE 3: Cordierite;0.187;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tribologia;;Materials, Structures, Mechanical Systems & Manufacturing;54.Structural Dynamics;54.2;NASA 1: Vibroacoustics;0.216;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tribologia;;Human Health, Life Support & Habitation;25.Extravehicular Activity Systems;25.4;NASA 2: Decompression Sickness Mitigation;0.202;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Metais;Tribologia;;Flight Vehicle Systems;62.Aerosciences;62.3;NASA 3: Aeroelasticity;0.198;Em análise;Original;;
Ciência e Engenharia de Materiais – PGMAT;Polímeros;Blendas Poliméricas;;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.6;ACARE 1: Cordierite;0.361;Em análise;Original;;
